;publico;renda;ano_cinematografico;tempo_exibicao2;internacional_nacional_Nacional;genero_Animação;genero_Documentário;genero_Ficção;genero_Não Classificada;genero_Vídeomusical;distribuidoras2_major;distribuidoras2_media;distribuidoras2_menores;log_renda
184;2202640;18978259.88;2009;102;1;0;0;1;0;0;0;1;0;16.75880466517274
189;2149681;17483513.0;2009;108;0;0;0;1;0;0;1;0;0;16.676768880539434
192;2113681;19340259.6;2011;102;0;0;0;1;0;0;0;1;0;16.777699470856938
194;2104863;17682265.01;2011;114;0;0;0;1;0;0;0;1;0;16.688072718393542
196;2083246;18691102.0;2009;102;0;0;0;1;0;0;1;0;0;16.743558139705325
199;2058574;19461084.5;2015;258;0;1;0;0;0;0;0;1;0;16.783927362871243
203;2005439;16026375.0;2010;144;0;0;0;1;0;0;1;0;0;16.58974636052224
204;1989228;17735404.25;2011;102;0;0;0;1;0;0;0;1;0;16.69107343984043
207;1966736;18657595.2;2011;138;1;0;0;1;0;0;1;0;0;16.741763870480355
208;1961790;18192334.0;2011;114;0;1;0;0;0;0;1;0;0;16.716510854522475
210;1936376;18649185.7;2012;90;0;0;0;1;0;0;0;1;0;16.741313040902487
211;1917140;19317017.39;2015;78;0;0;0;1;0;0;0;1;0;16.776496995431334
217;1866403;16497260.61;2010;210;1;0;0;1;0;0;0;1;0;16.618704901450997
218;1852602;17622397.79;2011;114;0;0;0;1;0;0;0;1;0;16.68468125264172
222;1794210;16599104.63;2011;90;0;0;0;1;0;0;0;1;0;16.62485931392026
225;1784311;18737840.0;2012;90;0;0;0;1;0;0;1;0;0;16.74605556665865
227;1780406;17467522.0;2011;138;0;0;0;1;0;0;1;0;0;16.675853828889846
230;1764821;15758293.0;2009;108;0;0;0;1;0;0;1;0;0;16.57287732434508
233;1729539;15692076.12;2012;186;0;0;0;1;0;0;1;0;0;16.568666437179242
237;1716774;18673695.63;2014;84;1;0;0;1;0;0;0;1;0;16.74262644076069
238;1715763;18253649.24;2013;78;1;0;0;1;0;0;0;1;0;16.719875576359932
240;1683065;15262450.0;2010;102;0;0;0;1;0;0;1;0;0;16.540906121392457
243;1625864;10859504.0;2009;108;0;1;0;0;0;0;1;0;0;16.20055119923553
244;1617696;17383281.0;2016;90;0;0;0;1;0;0;1;0;0;16.671019440191913
246;1602111;19199490.0;2015;102;0;0;0;1;0;0;1;0;0;16.77039427414522
247;1577212;17098242.5;2013;96;0;0;0;1;0;0;0;1;0;16.654486238413114
248;1575479;19903346.5;2013;108;0;0;0;1;0;0;0;1;0;16.80639844138558
249;1568702;16362849.0;2010;96;0;0;0;1;0;0;1;0;0;16.610524018231803
250;1564886;17955118.0;2015;102;0;0;0;1;0;0;1;0;0;16.703385757606245
251;1547241;19436961.5;2012;120;0;1;0;0;0;0;0;1;0;16.782687043339894
252;1543953;14265925.0;2010;72;0;0;0;1;0;0;1;0;0;16.473384384551288
253;1538081;17325098.0;2013;60;0;0;0;1;0;0;1;0;0;16.6676667595899
254;1537946;15576462.0;2012;66;0;0;0;1;0;0;1;0;0;16.561271486611243
256;1525889;13087433.62;2011;102;0;0;0;1;0;0;0;1;0;16.387163062132785
257;1498453;13058876.7;2011;78;0;0;0;1;0;0;0;1;0;16.38497866739367
258;1485498;12832975.18;2011;186;1;0;0;1;0;0;0;1;0;16.367528602148518
259;1480960;19132457.6;2015;90;0;0;0;1;0;0;1;0;0;16.76689680153936
260;1474442;13200367.0;2010;102;0;0;0;1;0;0;0;1;0;16.395755190200404
261;1469772;15560125.66;2014;126;1;0;0;1;0;0;0;1;0;16.560222152517387
263;1460499;13119561.5;2009;120;0;0;0;1;0;0;0;1;0;16.389614918665583
264;1460494;14654783.8;2015;84;1;0;0;1;0;0;0;1;0;16.50027737937416
265;1458321;12062074.0;2009;84;0;0;0;1;0;0;1;0;0;16.305576707943576
266;1455823;14354733.74;2011;108;0;0;0;1;0;0;1;0;0;16.47959032312425
267;1450720;13110147.0;2012;198;0;1;0;0;0;0;1;0;0;16.388897068491666
268;1441120;18871878.0;2013;78;0;0;0;1;0;0;1;0;0;16.753183435445106
269;1433588;12931664.99;2011;78;0;0;0;1;0;0;0;1;0;16.375189511986186
270;1430951;16399171.76;2011;108;0;0;0;1;0;0;0;1;0;16.61274138908011
271;1430854;13785065.25;2010;132;0;1;0;0;0;0;0;1;0;16.43909633583471
272;1429862;15888595.19;2014;77;1;0;0;1;0;0;0;1;0;16.581112126171668
274;1427285;17213493.0;2011;90;0;0;0;1;0;0;1;0;0;16.661204110986816
275;1418995;13576987.0;2009;150;0;1;0;0;0;0;1;0;0;16.423886785080303
279;1385608;12262255.25;2009;108;0;0;0;1;0;0;0;1;0;16.32203642343129
280;1379754;12860921.05;2010;108;0;0;0;1;0;0;0;1;0;16.36970389551544
281;1376548;15996220.0;2014;107;0;0;0;1;0;0;1;0;0;16.58786300229263
282;1376092;11546965.0;2009;114;0;0;0;1;0;0;1;0;0;16.261933189839073
283;1369909;16661516.0;2014;168;0;1;0;0;0;0;1;0;0;16.628612186961607
284;1366098;15015865.73;2011;66;0;0;0;1;0;0;0;1;0;16.524617915413085
285;1362132;18409072.37;2017;30;1;0;0;1;0;0;0;1;0;16.728354164650263
287;1356462;18872369.0;2017;114;0;0;0;1;0;0;1;0;0;16.753209452655096
288;1353920;12910297.2;2012;144;0;0;0;1;0;0;0;1;0;16.37353578347187
289;1350364;16446724.88;2012;84;0;0;0;1;0;0;0;1;0;16.6156369199128
290;1338808;16138450.2;2014;126;0;0;0;1;0;0;0;1;0;16.59671519389081
291;1336388;19841259.0;2017;126;0;1;0;0;0;0;1;0;0;16.803274115468938
292;1331915;18032197.0;2017;102;0;1;0;0;0;0;1;0;0;16.7076694402242
293;1330938;13368199.14;2011;186;0;0;0;1;0;0;1;0;0;16.40838924591481
294;1330675;16041217.83;2015;78;0;0;0;1;0;0;0;1;0;16.590672082084108
295;1320102;14125213.83;2013;72;1;0;0;1;0;0;0;1;0;16.463471973289273
296;1314631;17986302.0;2014;84;0;0;0;1;0;0;1;0;0;16.705121026152952
297;1310703;19791405.14;2017;96;0;0;0;1;0;0;0;1;0;16.800758317584716
299;1307135;8484823.94;2011;210;1;0;0;1;0;0;0;1;0;15.953789706877146
300;1298025;19757403.0;2017;54;0;0;0;1;0;0;1;0;0;16.79903881452119
301;1293122;13829228.75;2013;114;0;0;0;1;0;0;0;1;0;16.442294935636188
302;1288436;16411314.0;2015;96;0;0;0;1;0;0;1;0;0;16.613481532986736
303;1258720;14756458.84;2015;102;1;0;0;1;0;0;0;1;0;16.507191432362994
304;1246758;18429739.63;2017;84;0;0;0;1;0;0;0;1;0;16.729476202036718
305;1242880;11901966.45;2013;204;1;0;0;1;0;0;0;1;0;16.292214192328988
306;1240526;15866589.2;2017;108;0;0;0;1;0;0;0;1;0;16.579726148168678
307;1235290;16966300.0;2016;162;0;0;0;1;0;0;1;0;0;16.646739581617155
308;1233711;17081394.0;2015;78;0;0;0;1;0;0;1;0;0;16.65350035891936
309;1223913;10166055.0;2009;156;0;0;0;1;0;0;1;0;0;16.134564787165182
310;1222718;16115370.58;2017;144;1;0;0;1;0;0;0;1;0;16.59528406893376
311;1216736;17293804.0;2015;150;0;0;0;1;0;0;1;0;0;16.66585884502786
312;1214555;18924216.2;2017;54;0;0;0;1;0;0;0;1;0;16.75595294031387
313;1211083;11498810.0;2011;114;1;0;0;1;0;0;1;0;0;16.257754109718363
314;1207258;14302678.0;2015;138;0;1;0;0;0;0;1;0;0;16.47595735042406
315;1206219;14366548.73;2015;84;0;0;0;1;0;0;0;1;0;16.48041305732345
316;1197530;12298604.0;2013;102;0;0;0;1;0;0;1;0;0;16.324996317966537
317;1197161;9201882.0;2010;114;0;0;0;1;0;0;1;0;0;16.03491858631605
318;1195543;15098639.0;2015;257;0;1;0;0;0;0;1;0;0;16.530115165272647
319;1194628;10742238.99;2011;114;1;0;0;1;0;0;1;0;0;16.18969409738475
320;1184941;19428452.0;2014;173;0;0;0;1;0;0;1;0;0;16.782249147567295
321;1176016;10824540.5;2012;84;0;0;0;1;0;0;0;1;0;16.197326382914934
322;1165714;14825290.93;2013;78;0;0;0;1;0;0;1;0;0;16.511845126938816
323;1164523;13207863.81;2012;192;0;0;0;1;0;0;0;1;0;16.396322953353895
324;1162544;16785396.0;2015;78;0;0;0;1;0;0;1;0;0;16.63601978061127
325;1149566;11678447.75;2012;84;0;0;0;1;0;0;0;1;0;16.27325562841618
326;1146710;10110633.26;2012;108;0;0;0;1;0;0;0;1;0;16.129098226028116
327;1144728;9946310.0;2009;78;0;0;0;1;0;0;1;0;0;16.112712186079968
328;1143428;14179336.85;2014;138;0;0;0;1;0;0;0;1;0;16.467296311402027
329;1135715;16410304.58;2017;54;0;0;0;1;0;0;0;1;0;16.613420023527787
330;1134563;11586523.4;2013;54;1;0;0;1;0;0;0;1;0;16.2653532048298
331;1127519;13723529.91;2011;114;0;1;0;0;0;0;0;1;0;16.43462242924063
332;1121570;14835057.9;2016;72;1;0;0;1;0;0;0;1;0;16.5125037146317
333;1104322;11348042.94;2011;132;0;0;0;1;0;0;0;1;0;16.244555858830402
334;1102366;10201280.0;2012;114;0;0;0;1;0;0;1;0;0;16.13802376057734
335;1101176;14620554.86;2012;114;0;0;0;1;0;0;1;0;0;16.497938963686128
336;1087649;8941187.0;2010;162;0;1;0;0;0;0;0;1;0;16.00617891238522
337;1086788;9078655.24;2010;114;0;0;0;1;0;0;0;1;0;16.021436638287806
338;1082848;14091113.49;2013;186;0;0;0;1;0;0;0;0;1;16.461054907721877
339;1070434;14245429.85;2016;72;1;0;0;1;0;0;0;1;0;16.47194670095905
340;1069614;14683639.84;2015;107;0;0;0;1;0;0;0;1;0;16.502244495921325
341;1066176;9599652.93;2010;102;0;0;0;1;0;0;0;0;1;16.077237502659525
342;1058451;13048294.0;2015;270;0;1;0;0;0;0;1;0;0;16.384167955217983
343;1052338;12027358.0;2014;138;0;1;0;0;0;0;1;0;0;16.30269444620877
344;1051719;12494395.5;2011;102;0;1;0;0;0;0;1;0;0;16.34079074172913
345;1048419;14343389.0;2012;114;0;0;0;1;0;0;1;0;0;16.47879969715239
346;1047781;11830879.0;2013;60;0;0;0;1;0;0;1;0;0;16.286223535814724
347;1037248;14107008.31;2014;113;0;0;0;1;0;0;0;1;0;16.462182275125723
348;1036117;13477706.0;2015;173;0;1;0;0;0;0;1;0;0;16.416547470924964
349;1034040;12014764.0;2014;65;0;0;0;1;0;0;1;0;0;16.301646784845772
350;1033305;12460852.0;2012;78;0;0;0;1;0;0;1;0;0;16.338102447798057
351;1031551;15740394.0;2016;60;0;0;0;1;0;0;1;0;0;16.571740832406444
352;1021074;8193146.0;2011;126;0;1;0;0;0;0;1;0;0;15.918808509055497
353;1018120;17147481.0;2017;30;0;0;0;1;0;0;1;0;0;16.65736184032176
354;1016303;16338502.0;2017;42;0;0;0;1;0;0;1;0;0;16.609034966326966
355;1014740;8474678.58;2010;78;0;0;0;1;0;0;0;1;0;15.952593284847875
356;1013544;10062967.44;2012;78;0;0;0;1;0;0;1;0;0;16.124372653294614
357;1012119;7047832.75;2016;174;0;1;0;0;0;0;0;1;0;15.76823071618038
358;1011581;15188106.0;2017;72;0;0;0;1;0;0;1;0;0;16.536023179503577
359;1007676;13637909.0;2017;60;0;0;0;1;0;0;1;0;0;16.428363899507843
360;1005573;7497636.0;2009;108;0;0;0;1;0;0;0;1;0;15.830098328820577
361;1002726;11920504.32;2012;78;0;0;0;1;0;0;1;0;0;16.29377052743132
362;955841;11339991.54;2014;126;1;0;0;1;0;0;0;1;0;16.243846110231857
363;955393;8393618.86;2011;180;1;0;0;1;0;0;0;1;0;15.942982315602224
364;952586;15523013.0;2017;90;0;0;0;1;0;0;1;0;0;16.557834190475216
365;948542;12186625.0;2015;102;1;0;0;1;0;0;1;0;0;16.31584959683907
366;945588;10662405.3;2014;114;0;1;0;0;0;0;0;1;0;16.18223458914826
367;944449;8904432.0;2011;72;0;0;0;1;0;0;1;0;0;16.002059688280795
368;943863;8479764.59;2009;90;0;0;0;1;0;0;0;1;0;15.953193246769546
369;940393;9889551.0;2012;102;0;0;0;1;0;0;1;0;0;16.106989303174984
370;940169;11801039.0;2013;66;0;0;0;1;0;0;1;0;0;16.283698136407104
371;938166;10208596.87;2012;66;0;0;0;1;0;0;1;0;0;16.138740753664568
372;937980;9335915.91;2012;198;1;0;0;1;0;0;0;1;0;16.049379445838557
373;924582;9919960.33;2013;78;0;0;0;1;0;0;0;1;0;16.110059480261125
374;923426;12022063.96;2016;54;1;0;0;1;0;0;0;1;0;16.302254182813307
375;908175;14425207.0;2017;48;0;0;0;1;0;0;1;0;0;16.48448772034213
376;908049;8919863.41;2011;132;0;0;0;1;0;0;0;1;0;16.00379119165868
377;905364;10123590.72;2015;90;0;0;0;1;0;0;0;1;0;16.13037897312116
378;904780;17154118.17;2017;78;0;0;0;1;0;0;0;1;0;16.657748829281076
379;903041;10596856.19;2014;65;0;0;0;1;0;0;0;1;0;16.176067929242958
380;901617;11868162.44;2014;95;0;1;0;0;0;0;0;1;0;16.289369947525334
381;900121;10257850.0;2013;78;0;0;0;1;0;0;1;0;0;16.14355382409096
382;900001;8922862.0;2010;180;0;0;0;1;0;0;1;0;0;16.004127305112128
383;898802;12631206.03;2017;60;0;0;0;1;0;0;0;1;0;16.351680979079024
384;893501;11581438.0;2015;102;0;0;0;1;0;0;1;0;0;16.264914202019508
385;893212;8405590.0;2010;150;0;0;0;1;0;0;1;0;0;15.944407518672927
386;891788;7935741.25;2010;78;0;0;0;1;0;0;0;1;0;15.886887322828612
387;886773;7780413.0;2009;96;0;0;0;1;0;0;0;1;0;15.86711997957853
388;883251;11433212.25;2017;12;1;0;0;1;0;0;0;1;0;16.252033033032973
389;877736;10672258.0;2012;90;0;0;0;1;0;0;1;0;0;16.183158222257614
390;876634;9361505.0;2013;96;0;0;0;1;0;0;1;0;0;16.052116626126644
391;874296;10682041.0;2012;78;0;0;0;1;0;0;1;0;0;16.18407447810703
392;863445;7612165.0;2010;78;0;0;0;1;0;0;1;0;0;15.845258183463828
393;860582;7958011.0;2009;72;0;0;0;1;0;0;0;1;0;15.889689652224904
394;856171;7554780.0;2010;66;0;0;0;1;0;0;1;0;0;15.837691033476768
395;854947;8794578.61;2013;72;0;0;0;1;0;0;0;1;0;15.989646022555702
396;852856;7763908.13;2011;66;0;0;0;1;0;0;0;1;0;15.864996390382895
397;848733;7066033.9;2011;210;1;0;0;1;0;0;0;1;0;15.770809904512136
398;844439;8113648.0;2010;96;0;0;0;1;0;0;1;0;0;15.909058139998294
399;837283;7871841.0;2012;84;0;0;0;1;0;0;1;0;0;15.878802519339509
400;837008;9528683.0;2012;192;0;1;0;0;0;0;1;0;0;16.069817070907416
401;836123;9632084.29;2013;66;0;0;0;1;0;0;0;1;0;16.080610197530657
402;834552;7651193.86;2009;84;0;0;0;1;0;0;0;1;0;15.850372253757323
403;833246;14500551.0;2016;66;0;0;0;1;0;0;1;0;0;16.489697206668822
404;829184;8073761.0;2010;96;0;0;0;1;0;0;1;0;0;15.904129978767898
405;823195;10784162.0;2016;60;0;0;0;1;0;0;1;0;0;16.193589134276586
406;816971;8605015.98;2014;77;1;0;0;1;0;0;0;1;0;15.967855844685902
407;813257;11019003.71;2016;54;0;0;0;1;0;0;0;1;0;16.215131950161027
408;807827;10017232.88;2015;90;1;0;0;1;0;0;0;1;0;16.119817455801247
409;804604;6002008.54;2011;228;0;0;0;1;0;0;0;1;0;15.607604727840485
410;804023;10655381.89;2016;54;0;0;0;1;0;0;0;1;0;16.181575664261587
411;803146;11500353.0;2013;114;0;0;0;1;0;0;1;0;0;16.25788828851455
412;794495;9753321.0;2013;84;0;0;0;1;0;0;1;0;0;16.093118400362396
413;793939;9868301.0;2013;96;0;0;0;1;0;0;1;0;0;16.104838258800967
414;792338;7061337.0;2011;90;0;0;0;1;0;0;1;0;0;15.770144968310445
415;789883;14460260.0;2017;126;0;0;0;1;0;0;1;0;0;16.48691475516948
416;785259;8245200.21;2010;96;0;0;0;1;0;0;0;1;0;15.925141796276531
417;781961;9827483.0;2014;54;0;0;0;1;0;0;1;0;0;16.10069340643692
418;779766;11741348.0;2014;35;0;0;0;1;0;0;0;1;0;16.278627186897143
419;777699;10266056.05;2015;72;1;0;0;1;0;0;0;1;0;16.144353481857596
420;772526;9987535.0;2014;72;0;0;0;1;0;0;1;0;0;16.116848373431
421;772320;6292661.0;2009;90;0;0;0;1;0;0;1;0;0;15.654894591679389
422;770587;10154033.55;2016;66;0;0;0;1;0;0;0;1;0;16.133381578600623
423;769357;7049477.3100000005;2011;96;0;0;0;1;0;0;0;1;0;15.768464031614382
424;763660;11299634.51;2015;102;0;0;0;1;0;0;0;1;0;16.240280938911695
425;760304;6536613.0;2009;102;0;0;0;1;0;0;0;1;0;15.692929699373828
426;758131;12028262.0;2016;48;0;0;0;1;0;0;1;0;0;16.302769605360805
427;746474;9795013.25;2012;114;0;0;0;1;0;0;0;1;0;16.09738396209085
428;746398;8051623.0;2014;96;0;1;0;0;0;0;1;0;0;15.901384243980024
429;743118;9445707.72;2015;42;0;0;0;1;0;0;0;1;0;16.061070986761724
430;742137;8985791.9;2017;90;1;0;0;1;0;0;0;1;0;16.011155210097925
431;740667;10372472.0;2016;48;0;0;0;1;0;0;1;0;0;16.154665931739867
432;734083;6504714.04;2010;90;0;0;0;1;0;0;0;1;0;15.688037708931727
433;733824;7847433.0;2013;78;0;0;0;1;0;0;1;0;0;15.875697029910922
434;730753;12273285.99;2017;66;0;1;0;0;0;0;0;0;1;16.322935587679208
435;725895;8424485.19;2011;66;0;0;0;1;0;0;0;1;0;15.9466529272912
436;723209;8876756.61;2011;84;0;0;0;1;0;0;0;0;1;15.998946801627937
437;720890;6448231.0;2011;102;0;0;0;1;0;0;1;0;0;15.679316387588933
438;720766;6771197.02;2012;108;0;0;0;1;0;0;0;1;0;15.728188441666667
439;718929;6450412.0;2010;84;0;0;0;1;0;0;1;0;0;15.679654562700964
440;718811;11371474.64;2017;84;0;0;0;1;0;0;0;1;0;16.246618553007373
441;718668;8046826.0;2013;60;0;0;0;1;0;0;0;1;0;15.90078828592941
442;714817;6879576.87;2011;102;0;0;0;1;0;0;0;1;0;15.744067706564746
443;714444;6914870.0;2013;78;0;0;0;1;0;0;1;0;0;15.749184723193505
444;714193;6610999.0;2010;78;0;0;0;1;0;0;1;0;0;15.704245335052658
445;712518;6365742.25;2009;30;0;0;1;0;0;0;0;1;0;15.666441397471662
446;711515;7721840.78;2014;84;1;0;0;1;0;0;0;1;0;15.859563336583125
447;706600;8884651.66;2015;84;0;0;0;1;0;0;0;1;0;15.999835813399974
448;697751;8510762.37;2015;113;0;0;0;1;0;0;0;1;0;15.956842081730933
449;690836;9354105.49;2016;78;0;0;0;1;0;0;0;1;0;16.05132589473271
450;689873;9544507.0;2017;54;0;0;0;1;0;0;1;0;0;16.0714763637295
451;689028;9815819.99;2017;54;0;0;0;1;0;0;1;0;0;16.099505926777674
452;685138;10663993.01;2016;54;0;0;0;1;0;0;0;1;0;16.1823834853641
453;681044;7281290.5;2012;114;0;0;0;1;0;0;0;1;0;15.800818670946539
454;678764;8473819.13;2016;54;0;0;0;1;0;0;1;0;0;15.952491865829453
455;677129;7449880.0;2013;66;0;0;0;1;0;0;1;0;0;15.823708482843466
456;676655;8762976.0;2015;108;0;0;0;1;0;0;1;0;0;15.986046131246152
457;673242;9148088.0;2017;138;1;0;0;1;0;0;1;0;0;16.02905545366752
458;670274;7921974.18;2015;96;0;0;0;1;0;0;0;1;0;15.885150997880727
459;670102;8886841.77;2011;72;0;0;0;1;0;0;0;1;0;16.000082287903616
460;669287;4567785.0;2011;222;1;0;0;1;0;0;0;1;0;15.334538962660407
461;668285;7545613.21;2013;72;0;0;0;1;0;0;0;1;0;15.836476920572744
462;665999;9028755.59;2016;78;1;0;0;1;0;0;0;1;0;16.015925107480324
463;664264;9532684.0;2017;48;0;0;0;1;0;0;1;0;0;16.07023687291414
464;660838;6156605.25;2010;102;0;0;0;1;0;0;0;1;0;15.63303608782139
465;657329;8361747.25;2015;216;0;0;0;1;0;0;0;1;0;15.939177964419349
466;653138;8697439.18;2014;53;0;0;0;1;0;0;0;1;0;15.978539193169757
467;650555;6910214.93;2013;78;0;0;0;1;0;0;0;1;0;15.748511299456943
468;648312;10593020.6;2016;54;0;0;0;1;0;0;0;1;0;16.175705908257193
469;648229;8785488.0;2017;42;0;0;0;1;0;0;1;0;0;15.988611827292178
470;646224;7793226.0;2014;102;1;0;0;1;0;0;1;0;0;15.868765452790155
471;640571;9243301.0;2016;108;0;0;0;1;0;0;1;0;0;16.039409630901144
472;635862;7386372.8;2012;102;0;0;0;1;0;0;0;1;0;15.815147346990365
473;635145;8627964.92;2017;30;0;0;0;1;0;0;0;1;0;15.970519220650743
474;633395;8978771.34;2014;107;0;0;0;1;0;0;0;1;0;16.010373609091143
475;632876;6917548.37;2015;72;0;0;0;1;0;0;0;1;0;15.749571983029325
476;632018;5015850.25;2009;108;0;0;0;1;0;0;0;1;0;15.42811350638353
477;627732;7970231.0;2016;54;0;0;0;1;0;0;1;0;0;15.891224034035211
478;627092;5785284.25;2010;84;0;0;0;1;0;0;0;1;0;15.57082805309856
479;624828;7351610.0;2014;132;0;1;0;0;0;0;1;0;0;15.81042989482064
480;624245;7803157.07;2015;72;0;0;0;1;0;0;0;1;0;15.8700389623337
481;622532;5848744.05;2012;60;0;0;0;1;0;0;0;0;1;15.581737503850654
482;621432;6491978.0;2012;60;0;0;0;1;0;0;1;0;0;15.686077818824678
483;618236;9448213.19;2016;60;0;0;0;1;0;0;0;1;0;16.06133620116869
484;617090;8430425.77;2016;54;0;0;0;1;0;0;0;1;0;15.947357835226944
485;614376;8298482.0;2015;179;0;1;0;0;0;0;1;0;0;15.93158316447386
486;613159;8196311.25;2014;119;0;0;0;1;0;0;0;1;0;15.919194763461737
487;610854;8401218.0;2015;66;0;1;0;0;0;0;1;0;0;15.943887253302059
488;610741;7973943.720000001;2017;84;1;0;0;1;0;0;0;1;0;15.89168974896023
489;606326;5552411.54;2011;72;0;0;0;1;0;0;1;0;0;15.529742903061452
490;603178;6598905.5;2014;78;0;0;0;1;0;0;0;1;0;15.702414359911453
491;602224;5112625.17;2011;90;0;0;0;1;0;0;1;0;0;15.447223562163071
492;601615;7590473.0;2013;96;0;1;0;0;0;0;1;0;0;15.842404466270654
493;598084;8836197.0;2015;72;0;0;0;1;0;0;1;0;0;15.99436713842979
494;595256;7264623.25;2011;84;0;0;0;1;0;0;0;1;0;15.798526995417472
495;595161;7957330.66;2016;102;0;0;0;1;0;0;0;1;0;15.889604157359013
496;593855;5881648.0;2011;96;1;0;0;1;0;0;1;0;0;15.587347552714762
497;593157;5489598.98;2011;84;0;0;0;1;0;0;1;0;0;15.518365765280418
498;592431;7829526.0;2014;90;0;0;0;1;0;0;1;0;0;15.873412529736116
499;592235;6807417.9;2012;84;0;0;0;1;0;0;1;0;0;15.733523443229636
500;590803;7205690.859999999;2012;90;0;0;0;1;0;0;0;1;0;15.790381669009118
501;587101;5866657.0;2012;54;0;0;0;1;0;0;1;0;0;15.584795523611641
502;586245;4653545.0;2009;78;0;0;0;1;0;0;0;1;0;15.3531398527019
503;583149;6163048.0;2011;132;0;0;0;1;0;0;1;0;0;15.634082018328783
504;582057;8983166.52;2017;54;0;0;0;1;0;0;0;1;0;16.010862997276533
505;581942;9549786.44;2017;102;0;0;0;1;0;0;0;1;0;16.072029349903207
506;577643;4830419.0;2012;174;0;0;0;1;0;0;1;0;0;15.390443771348638
507;577587;7027295.0;2015;90;0;0;0;1;0;0;1;0;0;15.765312410223856
508;577255;6435781.0;2015;90;0;0;0;1;0;0;1;0;0;15.67738375916929
509;573704;6639873.79;2014;66;0;0;0;1;0;0;0;1;0;15.708603513741851
510;572428;5182537.0;2009;102;0;0;0;1;0;0;1;0;0;15.460805262678067
511;569655;5557845.0;2011;90;0;0;0;1;0;0;1;0;0;15.530721001166317
512;569119;7257262.11;2015;42;0;0;0;1;0;0;0;1;0;15.7975131958387
513;565916;7793731.83;2016;120;1;0;0;1;0;0;0;1;0;15.868830357052513
514;565500;8633078.0;2017;72;0;1;0;0;0;0;1;0;0;15.971111662274724
515;565031;6264290.0;2011;102;0;0;0;1;0;0;1;0;0;15.650375811877431
516;564998;5864908.91;2013;66;0;0;0;1;0;0;0;1;0;15.584497508832309
517;559993;5708098.0;2010;72;0;0;0;1;0;0;1;0;0;15.557396426317254
518;559862;8490708.83;2017;162;1;0;0;1;0;0;0;1;0;15.954483044790656
519;559584;7728436.390000001;2017;138;1;0;0;1;0;0;0;1;0;15.860417121965495
520;559431;6848306.92;2017;66;1;0;0;1;0;0;0;1;0;15.73951201472461
521;558463;3950989.13;2010;138;0;1;0;0;0;0;0;1;0;15.189476518187515
522;553421;8965994.0;2017;60;0;0;0;1;0;0;1;0;0;16.008949534502563
523;552133;7749961.630000001;2017;42;0;0;0;1;0;0;0;1;0;15.863198450349532
524;551991;6793308.0;2013;84;0;0;0;1;0;0;1;0;0;15.731448567937568
525;549229;7637393.22;2017;120;0;1;0;0;0;0;0;1;0;15.848566901349523
526;545829;6940418.06;2016;48;1;0;0;1;0;0;0;1;0;15.752872569861763
527;545643;7892070.09;2015;168;0;0;0;1;0;0;0;1;0;15.88136902723067
528;543034;7997457.109999999;2016;42;0;0;0;1;0;0;0;1;0;15.894634187865515
529;540780;6740906.109999999;2015;180;0;1;0;0;0;0;0;1;0;15.723704911538015
530;539796;4630370.0;2009;78;0;0;0;1;0;0;1;0;0;15.348147336476407
531;536918;7414591.81;2014;65;0;0;0;1;0;0;0;1;0;15.81896048281436
532;533249;7232269.0;2015;90;0;0;0;1;0;0;1;0;0;15.794063376158864
533;529601;5188212.0;2010;72;0;0;0;1;0;0;1;0;0;15.461899687114807
534;523577;5372762.07;2012;48;1;0;0;1;0;0;0;1;0;15.49685268620673
535;522444;6207213.7;2013;60;0;0;0;1;0;0;0;1;0;15.64122267367376
536;522354;7166419.95;2016;72;0;0;0;1;0;0;0;1;0;15.784916778255813
537;519678;8306049.0;2017;84;0;0;0;1;0;0;1;0;0;15.932494602505303
538;519277;6655332.0;2014;89;0;0;0;1;0;0;1;0;0;15.710928895869799
539;519001;6324737.89;2015;90;0;0;0;1;0;0;0;0;1;15.659979151402979
540;517330;4598470.13;2011;126;1;0;0;1;0;0;0;1;0;15.341234225707403
541;515429;4622102.0;2010;108;0;0;0;1;0;0;0;1;0;15.346360137941632
542;513925;4776410.42;2011;72;0;0;0;1;0;0;1;0;0;15.37919986419832
543;513425;5369206.34;2015;96;0;0;0;1;0;0;0;0;1;15.49619066040398
544;513291;5379474.930000001;2013;108;0;0;0;1;0;0;0;1;0;15.498101330720829
545;512313;6858195.0;2017;60;0;0;0;1;0;0;1;0;0;15.740954845546522
546;512308;6073276.0;2014;78;0;0;0;1;0;0;1;0;0;15.619408720907787
547;512151;8819476.0;2016;84;0;0;0;1;0;0;1;0;0;15.992473015787265
548;511353;5385557.0;2014;72;0;0;0;1;0;0;1;0;0;15.499231298692441
549;510641;5732309.93;2015;48;0;1;0;0;0;0;0;1;0;15.561629136601052
550;510608;3865896.0;2009;108;0;0;0;1;0;0;1;0;0;15.167704037198709
551;508901;6447968.109999999;2014;120;1;0;0;1;0;0;0;1;0;15.679275617436769
552;508852;4733665.0;2011;72;0;0;0;1;0;0;1;0;0;15.370210301871097
553;508380;8123787.0;2017;66;0;0;0;1;0;0;1;0;0;15.910306982727176
554;506412;6850270.39;2017;66;1;0;0;1;0;0;0;1;0;15.73979868245207
555;501990;7005899.0;2015;131;0;0;0;1;0;0;1;0;0;15.762263066420982
