;publico;renda;ano_cinematografico;tempo_exibicao2;internacional_nacional_Nacional;genero_Animação;genero_Documentário;genero_Ficção;genero_Não Classificada;genero_Vídeomusical;distribuidoras2_major;distribuidoras2_media;distribuidoras2_menores;log_renda
2074;12115;143334.19999999998;2017;120;1;0;0;1;0;0;0;0;1;11.872934245494983
2075;12018;101497.0;2011;96;0;0;0;1;0;0;0;0;1;11.527784520376926
2076;12011;143339.06;2016;168;0;0;0;1;0;0;0;0;1;11.872968151691888
2077;12007;120210.05;2013;120;0;0;0;1;0;0;0;0;1;11.696995908236987
2078;12001;181004.4;2015;36;0;0;0;1;0;0;1;0;0;12.10627661934476
2079;11969;157253.0;2014;24;0;0;0;0;0;1;1;0;0;11.965611252282137
2080;11967;162426.13;2016;54;0;1;0;0;0;0;0;0;1;11.997978592781635
2081;11965;178508.09;2015;30;1;0;1;0;0;0;0;0;1;12.092389201303666
2082;11964;128680.61;2012;66;0;0;0;1;0;0;0;0;1;11.765088721783131
2083;11959;125472.38;2013;66;1;0;0;1;0;0;0;0;1;11.739840933651614
2084;11916;152438.03;2014;72;1;0;0;1;0;0;0;0;1;11.934513431787
2085;11863;152873.48;2014;84;0;0;0;1;0;0;0;1;0;11.937365930176348
2086;11856;153425.65;2016;66;1;0;0;1;0;0;0;1;0;11.940971363846009
2087;11833;155169.99;2016;48;1;0;0;1;0;0;0;1;0;11.952276504632081
2088;11832;166261.64;2014;12;0;0;0;1;0;0;0;0;1;12.021317971104756
2089;11816;166172.08;2016;54;0;0;0;1;0;0;0;0;1;12.020779156918477
2090;11803;53502.0;2009;72;1;0;0;1;0;0;0;1;0;10.887474315362935
2091;11795;134603.55;2014;102;0;0;0;1;0;0;0;1;0;11.81008907028776
2092;11765;165481.88;2017;96;0;0;0;1;0;0;0;0;1;12.016616981400347
2093;11763;166467.4;2017;96;0;0;0;1;0;0;0;0;1;12.02255477343634
2094;11760;87180.5;2011;78;0;0;1;0;0;0;1;0;0;11.375735961036318
2095;11708;121264.63;2016;191;1;0;0;1;0;0;0;0;1;11.705730461314737
2096;11666;144774.6;2015;150;0;0;0;1;0;0;0;0;1;11.882933329182213
2097;11641;121337.67;2012;150;0;0;0;1;0;0;0;0;1;11.706332599070288
2098;11619;158079.61000000002;2015;48;0;0;0;1;0;0;0;0;1;11.970854045873388
2099;11619;93766.12;2011;144;1;0;0;1;0;0;0;1;0;11.44855887571819
2100;11606;115649.02;2010;126;0;0;0;1;0;0;0;0;1;11.658315193780188
2101;11603;210577.76;2016;30;0;0;0;1;0;0;0;0;1;12.257610270066682
2102;11595;129769.46;2015;102;1;0;0;1;0;0;0;0;1;11.773514770514327
2103;11573;130315.37;2015;114;0;0;0;1;0;0;0;0;1;11.777712714713548
2104;11548;172317.7;2016;120;0;0;0;1;0;0;0;0;1;12.05709514504023
2105;11537;99680.0;2010;90;0;0;0;1;0;0;1;0;0;11.50972033402128
2106;11532;132702.4;2016;120;1;0;0;1;0;0;0;0;1;11.795864306064814
2107;11528;149805.59;2016;66;1;0;0;1;0;0;0;0;1;11.917093665790912
2108;11502;95205.0;2011;108;0;0;0;1;0;0;0;0;1;11.46378774040868
2109;11499;141284.0;2015;156;0;0;0;1;0;0;0;0;1;11.858527328007774
2110;11473;130421.0;2015;276;0;0;0;1;0;0;0;0;1;11.778522958453452
2111;11463;118372.15;2016;138;0;0;0;1;0;0;0;0;1;11.68158875416898
2112;11460;104756.0;2015;108;0;0;0;1;0;0;0;0;1;11.559389115380268
2113;11436;123332.25;2012;198;0;0;0;1;0;0;0;0;1;11.722637212129936
2114;11429;101356.12;2014;12;0;0;0;1;0;0;0;0;1;11.526395534862187
2115;11405;185844.44;2016;90;0;0;0;1;0;0;0;0;1;12.132665258678479
2116;11347;132139.06;2015;143;1;0;1;0;0;0;0;0;1;11.791610131891252
2117;11340;87287.23;2012;120;1;0;0;1;0;0;0;0;1;11.3769594539231
2118;11326;128159.2;2011;90;0;0;1;0;0;0;0;1;0;11.76102852008545
2119;11321;141975.0;2016;198;0;0;0;1;0;0;0;0;1;11.863406264745633
2120;11318;139788.51;2014;84;0;0;0;1;0;0;0;1;0;11.847885916562957
2121;11294;106631.23;2012;126;0;0;0;1;0;0;0;0;1;11.577131712160925
2122;11288;170291.18;2017;84;0;0;0;1;0;0;0;0;1;12.045265074352447
2123;11285;152881.53;2014;78;0;0;0;1;0;0;0;0;1;11.93741858671337
2124;11273;130327.8;2012;96;0;0;0;1;0;0;0;1;0;11.777808094155176
2125;11249;152389.93;2016;114;0;0;0;1;0;0;0;0;1;11.934197843936074
2126;11236;142259.09;2017;120;1;0;0;1;0;0;0;0;1;11.865405251528681
2127;11216;130573.52;2014;114;0;0;0;1;0;0;0;0;1;11.779691718758166
2128;11216;100872.0;2017;24;0;0;0;1;0;0;0;0;1;11.521607665353063
2129;11208;147516.61;2015;42;1;0;0;1;0;0;0;0;1;11.901696058591455
2130;11206;141932.14;2016;84;1;0;0;1;0;0;0;0;1;11.863104335034915
2131;11145;179386.84999999998;2015;72;0;0;0;1;0;0;0;0;1;12.097299926031747
2132;11115;102319.36;2015;96;1;0;0;1;0;0;0;0;1;11.535854181346533
2133;11081;92521.82;2015;114;1;0;1;0;0;0;0;0;1;11.435199787574291
2134;11070;143078.35;2016;150;0;0;0;1;0;0;0;0;1;11.871147661296396
2135;11015;80765.42;2010;186;1;0;0;1;0;0;0;0;1;11.299304182606733
2136;10995;103153.63;2010;138;0;0;0;1;0;0;0;0;1;11.543974709348928
2137;10960;152452.82;2017;90;0;0;0;1;0;0;0;0;1;11.934610450113471
2138;10939;169422.34;2014;54;0;0;0;1;0;0;0;1;0;12.040149929718751
2139;10922;136919.74;2016;150;0;0;0;1;0;0;0;0;1;11.827150193723242
2140;10879;158704.02;2017;120;0;0;1;0;0;0;0;0;1;11.974796237006535
2141;10877;136904.21;2015;18;0;0;0;1;0;0;0;1;0;11.827036763177691
2142;10864;155223.03;2017;90;0;0;0;1;0;0;0;0;1;11.952618264897929
2143;10850;90886.85;2010;90;0;0;0;1;0;0;0;1;0;11.417370605234211
2144;10802;101101.41;2012;102;0;0;0;1;0;0;0;0;1;11.523879351498847
2145;10783;170364.52000000002;2017;66;0;0;0;1;0;0;0;0;1;12.045695655734958
2146;10754;103195.0;2017;48;1;0;1;0;0;0;1;0;0;11.544375681243476
2147;10749;111719.93;2016;102;0;0;0;1;0;0;0;0;1;11.6237503934925
2148;10724;115897.99;2014;156;0;0;0;1;0;0;0;0;1;11.66046568664079
2149;10716;161799.88;2016;66;1;0;1;0;0;0;0;0;1;11.994115541949887
2150;10699;177834.34000000003;2017;36;0;0;0;1;0;0;0;1;0;12.088607721770835
2151;10676;138801.47999999998;2017;36;0;0;0;1;0;0;0;0;1;11.840799989822202
2152;10653;135659.28;2013;60;0;0;0;1;0;0;0;0;1;11.817901727099875
2153;10646;155478.41999999998;2017;78;0;0;0;1;0;0;0;0;1;11.954262222835801
2154;10572;100454.3;2011;126;0;0;0;1;0;0;0;1;0;11.51745817669372
2155;10559;139572.82;2015;48;0;0;0;1;0;0;0;1;0;11.84634175121367
2156;10531;123880.97;2013;96;0;0;0;1;0;0;0;0;1;11.7270764642147
2157;10492;159850.06999999998;2017;72;0;0;0;1;0;0;0;0;1;11.981991592398433
2158;10437;127106.1;2015;126;0;0;0;1;0;0;0;0;1;11.752777449731628
2159;10414;192973.0;2017;24;0;0;0;1;0;0;0;0;1;12.170305561727556
2160;10386;145579.72999999998;2017;84;1;0;0;1;0;0;0;0;1;11.888479188020165
2161;10373;163474.19;2016;54;0;0;0;1;0;0;0;0;1;12.004410397531133
2162;10343;111854.94;2015;221;0;0;0;1;0;0;0;1;0;11.624958132237117
2163;10332;210134.28;2015;36;1;0;1;0;0;0;0;1;0;12.25550203392369
2164;10330;176348.01;2015;48;0;0;1;0;0;0;0;0;1;12.080214651222871
2165;10322;77501.45;2017;132;0;0;0;1;0;0;0;0;1;11.258051924843834
2166;10296;93147.8;2012;96;0;0;0;1;0;0;0;0;1;11.44194275793011
2167;10291;94719.5;2013;108;0;0;0;1;0;0;0;0;1;11.458675171387684
2168;10280;120400.47;2015;126;1;0;1;0;0;0;0;0;1;11.698578715503723
2169;10279;157733.16;2016;66;0;0;0;1;0;0;0;0;1;11.968660023516556
2170;10264;143964.11000000002;2016;78;0;0;0;1;0;0;0;0;1;11.877319311382545
2171;10260;158168.19;2016;72;0;0;0;1;0;0;0;0;1;11.971414239508357
2172;10209;117448.5;2012;48;0;0;0;1;0;0;0;1;0;11.673755218613422
2173;10208;140225.63;2015;60;0;0;0;1;0;0;0;0;1;11.851008047145907
2174;10180;78567.1;2010;168;0;0;0;1;0;0;0;1;0;11.27170831572669
2175;10169;121458.05;2016;102;0;0;0;1;0;0;0;0;1;11.707324214654486
2176;10153;83428.11;2010;114;1;0;0;1;0;0;0;1;0;11.331740581917838
2177;10148;145949.96;2017;132;0;0;1;0;0;0;0;0;1;11.891019102215763
2178;10076;194969.69;2017;36;0;0;0;1;0;0;0;1;0;12.180599389567037
2179;10060;192989.25;2013;360;0;0;1;0;0;0;0;0;1;12.170389766853884
2180;10044;122453.05;2015;90;1;0;0;1;0;0;0;0;1;11.715482970195877
2181;10044;104366.7;2011;126;0;0;0;1;0;0;1;0;0;11.555665938033114
2182;10040;117065.84;2015;138;0;0;1;0;0;0;0;0;1;11.67049179054664
2183;10016;165111.26;2015;18;0;0;0;1;0;0;0;1;0;12.01437482867288
2184;9959;121705.16;2015;90;0;0;0;1;0;0;0;0;1;11.709356677419438
2185;9932;99090.53;2012;162;0;0;0;1;0;0;0;0;1;11.503789155711564
2186;9929;71667.12;2016;203;0;0;0;1;0;0;0;0;1;11.17978734400308
2187;9873;116368.43;2017;72;1;0;0;1;0;0;0;0;1;11.664516557561425
2188;9821;101249.85;2011;24;1;0;0;1;0;0;0;0;1;11.525346503486206
2189;9817;142915.75999999998;2017;54;0;0;0;1;0;0;0;0;1;11.87001064475073
2190;9811;104292.5;2013;210;0;0;0;1;0;0;0;1;0;11.554954730445548
2191;9808;142633.01;2015;72;0;0;0;1;0;0;0;0;1;11.868030246849443
2192;9801;144598.22;2016;42;0;0;0;1;0;0;0;1;0;11.881714278810842
2193;9709;92656.89;2011;162;0;0;0;1;0;0;0;1;0;11.436658594841646
2194;9698;89121.68000000001;2011;156;0;0;0;1;0;0;0;0;1;11.397757905970867
2195;9690;102831.13;2014;84;1;0;1;0;0;0;0;1;0;11.540843407173847
2196;9662;92392.93;2011;150;0;0;0;1;0;0;0;0;1;11.433805739550827
2197;9626;75475.23;2011;84;1;0;1;0;0;0;0;0;1;11.231559801937074
2198;9624;126156.54;2016;107;0;0;0;1;0;0;0;0;1;11.745278795769394
2199;9615;145942.75;2017;60;0;0;0;1;0;0;0;0;1;11.890969700502362
2200;9535;101827.97;2012;168;0;0;0;1;0;0;0;0;1;11.531040099780908
2201;9535;164534.13999999998;2016;24;0;0;0;1;0;0;0;1;0;12.010873365648454
2202;9489;42378.9;2012;108;1;0;0;1;0;0;0;0;1;10.654405875845985
2203;9488;79774.53;2017;54;1;0;0;1;0;0;0;0;1;11.286959559559048
2204;9420;138477.67;2017;54;1;0;0;1;0;0;0;1;0;11.838464364174166
2205;9389;88397.5;2015;12;0;0;0;1;0;0;0;0;1;11.389598967682847
2206;9379;123307.88;2016;162;0;0;0;1;0;0;0;0;1;11.72243959627497
2207;9376;103715.83;2016;156;1;0;1;0;0;0;0;0;1;11.54941003444793
2208;9364;172828.25000000003;2016;36;0;0;0;1;0;0;0;1;0;12.060053605786369
2209;9358;86642.0;2009;84;0;0;0;1;0;0;0;0;1;11.369539965434294
2210;9344;119552.46;2014;131;0;0;0;1;0;0;0;0;1;11.69151054983913
2211;9342;111604.19;2014;84;0;0;0;1;0;0;0;1;0;11.622713873027427
2212;9316;76887.18000000001;2009;72;0;0;0;1;0;0;0;1;0;11.250094431583072
2213;9306;128477.5;2016;90;0;0;0;1;0;0;0;0;1;11.76350907070983
2214;9305;105729.54;2012;162;0;0;0;1;0;0;0;0;1;11.568639603012484
2215;9275;134638.28;2016;60;0;0;0;1;0;0;0;0;1;11.810347053976196
2216;9258;79539.64;2009;96;0;0;0;1;0;0;0;0;1;11.284010792726798
2217;9241;85979.21;2009;72;0;0;0;1;0;0;0;0;1;11.361860801824763
2218;9231;98236.33;2014;84;0;0;0;1;0;0;0;0;1;11.495131385191304
2219;9225;111744.54;2013;84;0;0;0;1;0;0;0;0;1;11.62397065222177
2220;9194;129568.78;2016;54;0;0;0;1;0;0;0;0;1;11.771967138818708
2221;9187;115499.0;2015;120;0;0;0;1;0;0;0;0;1;11.657017150897847
2222;9176;92701.2;2012;90;0;0;0;1;0;0;0;0;1;11.43713669645398
2223;9156;101777.44;2015;150;0;0;0;1;0;0;0;0;1;11.530543747537248
2224;9132;105983.7;2013;210;0;0;0;1;0;0;0;0;1;11.571040587684928
2225;9115;99349.14;2013;48;1;0;0;1;0;0;0;1;0;11.50639559167677
2226;9092;87263.72;2015;275;0;0;0;1;0;0;0;0;1;11.376690076985968
2227;9078;70279.3;2017;150;1;0;0;1;0;0;0;0;1;11.160232582092068
2228;9057;65038.34;2011;174;1;0;0;1;0;0;0;0;1;11.082732221140754
2229;9041;111676.8;2015;120;0;0;0;1;0;0;0;0;1;11.623364264290556
2230;9031;172693.41999999998;2017;12;0;1;0;0;0;0;0;0;1;12.059273162656167
2231;9024;99754.62;2014;72;0;0;0;1;0;0;0;0;1;11.51046864946904
2232;9017;128577.17;2017;42;0;0;0;1;0;0;0;0;1;11.76428454780966
2233;9008;92933.49;2017;36;0;0;0;1;0;0;0;1;0;11.439639354995245
2234;9004;130799.29;2016;90;0;0;0;1;0;0;0;0;1;11.781419289855947
2235;9001;100451.89;2011;126;0;0;1;0;0;0;0;0;1;11.517434185397084
2236;8997;162772.34;2015;36;0;0;0;1;0;0;0;1;0;12.000107816395744
2237;8992;144960.22999999998;2016;24;0;0;0;1;0;0;0;1;0;11.884214707920139
2238;8977;94253.43;2013;102;0;0;0;1;0;0;0;1;0;11.453742497221008
2239;8968;75275.3;2009;126;1;0;1;0;0;0;0;0;1;11.228907338728908
2240;8943;124883.04;2017;96;1;0;0;1;0;0;0;0;1;11.735132898262654
2241;8940;122458.11;2016;102;0;0;0;1;0;0;0;0;1;11.715524291301872
2242;8926;92260.27;2011;72;0;0;0;1;0;0;0;1;0;11.43236888361956
2243;8915;121440.53;2016;60;0;0;0;1;0;0;0;1;0;11.70717995691506
2244;8914;26880.0;2009;66;1;0;0;1;0;0;1;0;0;10.199137794637085
2245;8872;28288.0;2012;126;1;1;0;0;0;0;0;1;0;10.25019296543737
2246;8844;97126.75;2015;174;0;0;0;1;0;0;0;0;1;11.483772105525643
2247;8831;131380.66;2017;24;0;0;0;1;0;0;0;0;1;11.785854190029523
2248;8831;94502.95;2013;42;1;0;1;0;0;0;0;0;1;11.456386329925813
2249;8824;81755.73;2016;126;1;0;0;1;0;0;0;0;1;11.311491178046307
2250;8809;64219.24;2014;47;0;0;0;1;0;0;0;0;1;11.070058133253951
2251;8796;115770.99;2016;114;0;0;0;1;0;0;0;0;1;11.659369294601408
2252;8777;137148.0;2011;6;0;0;1;0;0;0;0;0;1;11.828815913685599
2253;8769;136935.28;2017;18;0;0;0;1;0;0;0;0;1;11.827263684430966
2254;8769;73724.2;2011;12;0;0;0;1;0;0;0;0;1;11.208086382488625
2255;8767;118377.45;2015;60;0;0;0;1;0;0;0;1;0;11.681633527211899
2256;8757;76258.5;2009;174;0;0;1;0;0;0;0;0;1;11.241884163666573
2257;8740;134350.86;2017;24;0;0;0;1;0;0;0;0;1;11.808210015214069
2258;8738;115612.72;2017;114;0;0;0;1;0;0;0;0;1;11.658001263769128
2259;8725;65138.1;2012;324;0;0;0;1;0;0;0;0;1;11.084264910458868
2260;8708;71726.72;2009;90;0;0;0;1;0;0;0;0;1;11.180618621043042
2261;8694;106425.34;2015;108;0;0;0;1;0;0;0;0;1;11.575198985429328
2262;8687;138271.3;2017;78;0;0;0;1;0;0;0;0;1;11.836972976233309
2263;8678;82315.0;2012;96;0;0;0;1;0;0;0;0;1;11.318308630082122
2264;8672;44151.0;2009;48;0;0;0;1;0;0;0;1;0;10.695370855832223
2265;8656;143046.89;2015;12;0;0;0;1;0;0;0;1;0;11.870927757591803
2266;8633;76481.0;2014;6;0;0;0;1;0;0;0;0;1;11.244797622953609
2267;8625;85925.33;2013;102;0;1;0;0;0;0;0;0;1;11.361233942269287
2268;8608;115107.4;2016;114;0;0;0;1;0;0;0;0;1;11.653620884563406
2269;8602;100088.78;2017;36;0;1;0;0;0;0;0;0;1;11.513812871108904
2270;8595;68288.87;2014;132;1;0;0;1;0;0;0;0;1;11.131502074739595
2271;8581;110064.97;2015;18;1;0;0;1;0;0;0;0;1;11.608826106781184
2272;8557;25743.0;2011;24;1;0;1;0;0;0;0;0;1;10.15591802447523
2273;8509;129189.63;2017;66;0;0;0;1;0;0;0;0;1;11.769036603951484
2274;8469;120602.75;2017;54;0;0;0;1;0;0;0;0;1;11.700257365668644
2275;8466;99030.86;2017;102;0;0;0;1;0;0;0;0;1;11.50318679771474
2276;8451;131620.96;2017;60;0;0;0;1;0;0;0;0;1;11.787681555707868
2277;8423;117342.26;2017;78;0;0;0;1;0;0;0;0;1;11.672850242563678
2278;8386;101160.57;2015;120;0;0;0;1;0;0;0;1;0;11.524464335406224
2279;8370;102510.85;2017;84;0;0;0;1;0;0;0;0;1;11.537723925617033
2280;8361;116021.74;2017;66;0;0;0;1;0;0;0;0;1;11.661532866321835
2281;8328;67637.0;2010;138;1;0;0;1;0;0;1;0;0;11.121910449574749
2282;8309;99318.46;2015;108;0;0;0;1;0;0;0;0;1;11.50608673406492
2283;8308;95432.86;2015;144;1;0;0;1;0;0;0;0;1;11.466178242573452
2284;8298;24898.05;2010;48;1;0;0;1;0;0;0;1;0;10.122544766133144
2285;8294;114972.43;2015;72;0;0;1;0;0;0;0;0;1;11.652447639472934
2286;8267;103588.18;2017;90;0;0;0;1;0;0;0;0;1;11.548178509634363
2287;8247;115856.26;2016;72;1;0;0;1;0;0;0;0;1;11.660105563791255
2288;8206;76027.99;2012;120;0;0;0;1;0;0;0;0;1;11.238856840940231
2289;8172;99365.52;2015;72;0;1;0;0;0;0;0;0;1;11.506560451179709
2290;8154;77087.5;2010;90;0;0;0;1;0;0;0;0;1;11.252696419299749
2291;8141;13808.5;2012;96;1;0;0;1;0;0;0;0;1;9.533039623559848
2292;8128;96885.85;2015;233;0;0;0;1;0;0;0;0;1;11.481288760384116
2293;8122;79319.21;2012;108;0;0;0;1;0;0;0;0;1;11.28123562292705
2294;8109;90138.42;2015;126;1;0;0;1;0;0;0;0;1;11.409101767801689
2295;8097;96523.98;2013;48;1;0;1;0;0;0;0;0;1;11.477546753866037
2296;8088;98653.32;2014;113;0;0;0;1;0;0;0;1;0;11.499367165217969
2297;8087;83635.34;2016;36;0;0;0;1;0;0;0;0;1;11.334221437021519
2298;8061;113750.58;2016;72;0;0;0;1;0;0;0;0;1;11.641763435701296
2299;8055;102968.89;2017;78;0;0;0;1;0;0;0;0;1;11.542182182753905
2300;8052;97561.52;2017;78;0;0;1;0;0;0;0;0;1;11.48823843236429
2301;8029;118349.08;2016;90;0;0;0;1;0;0;0;0;1;11.681393841358895
2302;8029;72350.5;2016;12;0;0;0;1;0;0;0;0;1;11.189277642885784
2303;8021;106631.65;2013;12;0;0;0;1;0;0;0;1;0;11.577135650961715
2304;7993;59762.0;2009;78;1;0;1;0;0;0;0;0;1;10.998125286448827
2305;7992;122476.29;2017;132;1;0;0;1;0;0;0;0;1;11.715672739213094
2306;7982;109822.38;2015;78;0;0;0;1;0;0;0;0;1;11.606619612424659
2307;7968;96000.55;2015;96;1;0;0;1;0;0;0;0;1;11.472109199600228
2308;7958;76670.28;2014;78;1;0;1;0;0;0;0;0;1;11.2472694285614
2309;7914;108592.89;2017;72;0;0;0;1;0;0;0;0;1;11.595361214725484
2310;7909;107952.14;2017;18;1;0;0;1;0;0;0;0;1;11.589443259739049
2311;7873;106378.97;2017;60;0;0;0;1;0;0;0;0;1;11.574763185978332
2312;7812;133369.15;2017;42;0;0;0;1;0;0;0;1;0;11.800876126348774
2313;7811;92849.73;2014;108;1;0;1;0;0;0;0;0;1;11.43873765886063
2314;7804;107063.44;2016;42;1;0;0;1;0;0;0;1;0;11.581176834946204
2315;7801;78918.66;2010;18;0;0;0;1;0;0;0;1;0;11.276172980772941
2316;7799;113459.5;2014;42;0;0;0;1;0;0;0;1;0;11.639201224031433
2317;7757;83171.51;2011;84;0;0;0;1;0;0;0;0;1;11.328660140282869
2318;7735;93723.56;2017;60;1;0;0;1;0;0;0;0;1;11.44810487738899
2319;7731;86851.31999999999;2015;107;1;0;0;1;0;0;0;0;1;11.37195297017206
2320;7719;83655.05;2013;114;1;0;0;1;0;0;0;0;1;11.33445707518449
2321;7698;76666.5;2012;60;0;0;0;1;0;0;0;0;1;11.247220125321816
2322;7680;114746.33;2015;84;1;0;1;0;0;0;0;0;1;11.650479144840531
2323;7661;84157.3;2012;78;0;0;0;1;0;0;0;0;1;11.340442945707856
2324;7659;106222.09;2016;54;0;0;0;1;0;0;0;0;1;11.57328736992667
2325;7658;63168.84;2011;66;0;0;0;1;0;0;0;0;1;11.053566420577077
2326;7652;109005.32;2014;78;0;0;0;1;0;0;0;0;1;11.59915196735969
2327;7647;68427.0;2015;29;0;0;0;1;0;0;0;0;1;11.133522762564656
2328;7633;112957.63;2015;72;0;0;0;1;0;0;0;0;1;11.63476807162878
2329;7623;115673.63;2015;66;0;0;0;1;0;0;0;0;1;11.658527970177943
2330;7622;61938.54;2011;132;0;0;0;1;0;0;0;0;1;11.033897882051455
2331;7621;71495.0;2011;108;0;0;0;1;0;0;0;0;1;11.177382796166947
2332;7618;52633.87;2012;156;1;0;0;1;0;0;0;0;1;10.87111510785043
2333;7577;117607.71;2016;60;0;0;0;1;0;0;0;0;1;11.67510987352211
2334;7570;123232.92;2016;54;1;0;0;1;0;0;0;1;0;11.72183150218012
2335;7563;80229.75;2014;78;1;0;1;0;0;0;0;0;1;11.292649672701465
2336;7563;111415.24;2013;24;0;0;0;1;0;0;0;1;0;11.621019401427262
2337;7556;37818.5;2010;162;1;0;0;1;0;0;0;1;0;10.540553679871175
2338;7538;80215.23;2012;90;0;0;0;1;0;0;0;0;1;11.292468676075213
2339;7525;88488.0;2013;84;1;0;0;1;0;0;0;1;0;11.39062222858209
2340;7525;85899.63;2014;54;0;0;0;1;0;0;0;1;0;11.36093480062896
2341;7517;76281.27;2014;30;1;0;0;1;0;0;0;1;0;11.242182708762964
2342;7514;81860.85;2013;132;0;0;0;1;0;0;0;0;1;11.31277613357421
2343;7509;81849.0;2011;54;1;0;0;1;0;0;0;0;1;11.312631365253663
2344;7494;136824.43;2017;36;0;0;0;1;0;0;0;0;1;11.826453850098089
2345;7463;110146.87;2017;30;0;0;0;1;0;0;0;0;1;11.609569936030113
2346;7456;105533.37;2014;42;0;0;0;1;0;0;0;1;0;11.566782485202445
2347;7456;113192.74;2016;36;0;0;0;1;0;0;0;0;1;11.636847308418911
2348;7451;59343.94;2009;120;0;0;0;1;0;0;0;0;1;10.99110528867467
2349;7450;73549.7;2011;132;0;0;0;1;0;0;0;0;1;11.205716647163346
2350;7445;102475.41;2017;72;0;0;0;1;0;0;0;0;1;11.537378146340382
2351;7434;94240.62;2015;78;1;0;1;0;0;0;0;0;1;11.45360657781114
2352;7431;60280.74;2010;36;1;0;1;0;0;0;0;0;1;11.006767928710204
2353;7427;89170.96;2013;48;0;0;0;1;0;0;0;1;0;11.398310705023647
2354;7427;130685.69;2016;12;0;0;0;1;0;0;0;0;1;11.780550406242464
2355;7426;101367.57;2017;72;0;0;0;1;0;0;0;0;1;11.526508496499895
2356;7418;87099.19;2016;96;1;0;1;0;0;0;0;0;1;11.374802863141785
2357;7412;71933.36;2014;78;1;1;0;0;0;0;0;0;1;11.183495413851617
2358;7400;85275.53;2014;12;0;0;0;1;0;0;0;0;1;11.353642822453695
2359;7370;80134.0;2017;96;1;0;0;1;0;0;0;0;1;11.291455512408028
2360;7367;68955.1;2011;108;0;0;0;1;0;0;0;1;0;11.141210847128546
2361;7350;100846.29;2017;78;0;0;0;1;0;0;0;0;1;11.521352755397805
2362;7349;62127.76;2010;180;0;0;0;1;0;0;0;0;1;11.036948188971456
2363;7347;96495.25;2014;78;0;0;0;1;0;0;0;0;1;11.477249063317668
2364;7334;55444.33;2010;90;0;1;0;0;0;0;0;0;1;10.92313473326705
2365;7331;94102.19;2016;90;1;0;0;1;0;0;0;1;0;11.452136598416365
2366;7324;106928.23;2016;78;0;0;0;1;0;0;0;0;1;11.579913140728637
2367;7295;103844.8;2017;48;1;0;0;1;0;0;0;0;1;11.550652755831056
2368;7223;61185.56;2011;186;0;0;1;0;0;0;0;0;1;11.021666492947958
2369;7222;94837.54;2015;72;1;0;1;0;0;0;0;0;1;11.459920601420329
2370;7202;62676.5;2017;12;0;0;0;1;0;0;0;0;1;11.045741855727739
2371;7199;88087.59999999999;2015;24;0;1;0;0;0;0;0;0;1;11.386087052869485
2372;7188;63085.53;2010;30;0;0;0;1;0;0;0;1;0;11.052246703689791
2373;7165;107314.57;2016;72;0;0;0;1;0;0;0;0;1;11.58351970691215
2374;7149;18215.0;2009;126;0;0;0;1;0;0;0;1;0;9.810000709442663
2375;7143;89609.13;2017;78;1;0;0;1;0;0;0;0;1;11.40321249109327
2376;7115;89549.82;2017;30;0;0;0;1;0;0;0;0;1;11.402550397436586
2377;7104;84198.5;2014;113;0;0;0;1;0;0;0;0;1;11.340932385344892
2378;7102;94626.8;2016;114;1;0;1;0;0;0;0;0;1;11.457696013015893
2379;7086;85474.88;2014;167;0;0;0;1;0;0;0;0;1;11.355977810587241
2380;7002;104132.26;2017;48;0;0;0;1;0;0;0;0;1;11.553417100928103
2381;6978;99033.32;2016;54;0;0;0;1;0;0;0;0;1;11.503211638147777
2382;6969;69866.25;2015;150;1;0;0;1;0;0;0;0;1;11.154337979002673
2383;6958;90543.39;2017;102;1;0;1;0;0;0;0;0;1;11.413584462303595
2384;6953;93670.37;2017;78;0;0;0;1;0;0;0;0;1;11.44753719623274
2385;6933;58855.52;2011;132;0;0;0;1;0;0;0;0;1;10.982840906080678
2386;6924;82199.0;2014;48;0;0;1;0;0;0;0;1;0;11.31689841552015
2387;6921;73997.47;2010;66;0;0;0;1;0;0;0;0;1;11.211786182412654
2388;6918;106354.18;2017;48;0;0;0;1;0;0;0;0;1;11.57453012404029
2389;6888;104866.77;2016;72;0;0;0;1;0;0;0;0;1;11.560445966315978
2390;6873;63259.4;2011;84;0;0;0;1;0;0;0;0;1;11.054999012148205
2391;6824;69956.19;2014;78;0;0;0;1;0;0;0;0;1;11.155624467958303
2392;6805;60885.85;2015;6;0;0;0;1;0;0;0;0;1;11.016756078589326
2393;6805;85925.0;2016;119;0;0;0;1;0;0;0;0;1;11.361230101718034
2394;6793;93010.88;2017;72;0;0;0;1;0;0;0;0;1;11.440471754539997
2395;6789;57593.68;2012;156;0;0;0;1;0;0;0;0;1;10.961168118441837
2396;6784;98555.5;2009;90;1;0;1;0;0;0;0;0;1;11.49837512025748
2397;6769;63640.26;2012;84;1;0;1;0;0;0;0;0;1;11.061001567924208
2398;6766;99799.54;2015;24;0;0;0;1;0;0;0;1;0;11.510918853070496
2399;6745;99458.21;2017;72;0;0;0;1;0;0;0;0;1;11.50749283492198
2400;6738;113043.71;2016;96;0;0;0;1;0;0;0;0;1;11.63552983706046
2401;6738;57585.5;2011;30;0;0;0;1;0;0;0;1;0;10.961026078882018
2402;6696;83908.05;2015;108;0;0;0;1;0;0;0;0;1;11.337476835409241
